Terms,Frequency absolute,Frequency Relative
contrario,1,"0,00116671139060331"
contrario!!,1,"0,00116671139060331"
CONTRATAR,1,"0,00116671139060331"
"contrato,",1,"0,00116671139060331"
controlado,1,"0,00116671139060331"
controle>hardware,1,"0,00116671139060331"
contru??oes,1,"0,00116671139060331"
contrui,1,"0,00116671139060331"
contruiram,1,"0,00116671139060331"
CONTTA,1,"0,00116671139060331"
convencendo,1,"0,00116671139060331"
conversa,1,"0,00116671139060331"
conversao,1,"0,00116671139060331"
converterem,1,"0,00116671139060331"
convida,1,"0,00116671139060331"
convidar,1,"0,00116671139060331"
convite,1,"0,00116671139060331"
cooper,1,"0,00116671139060331"
"copa,",1,"0,00116671139060331"
copia,1,"0,00116671139060331"
copiando,1,"0,00116671139060331"
copo,1,"0,00116671139060331"
"cor,",1,"0,00116671139060331"
cora?ao,1,"0,00116671139060331"
coracao,1,"0,00116671139060331"
Coragem,1,"0,00116671139060331"
coral,1,"0,00116671139060331"
corante,1,"0,00116671139060331"
corbetura,1,"0,00116671139060331"
corda,1,"0,00116671139060331"
core,1,"0,00116671139060331"
coreano,1,"0,00116671139060331"
coreia,1,"0,00116671139060331"
corepunk,1,"0,00116671139060331"
coringa,1,"0,00116671139060331"
CORNO,1,"0,00116671139060331"
coro,1,"0,00116671139060331"
COROA,1,"0,00116671139060331"
COROAS,1,"0,00116671139060331"
coroas,1,"0,00116671139060331"
COROLLA,1,"0,00116671139060331"
CORONA,1,"0,00116671139060331"
corona,1,"0,00116671139060331"
corote,1,"0,00116671139060331"
corras,1,"0,00116671139060331"
corre??o,1,"0,00116671139060331"
correeee,1,"0,00116671139060331"
Corretora,1,"0,00116671139060331"
correu,1,"0,00116671139060331"
corrida,1,"0,00116671139060331"
corridas,1,"0,00116671139060331"
corrido,1,"0,00116671139060331"
corrigindo,1,"0,00116671139060331"
corrinho,1,"0,00116671139060331"
corrompe,1,"0,00116671139060331"
CORTanDO,1,"0,00116671139060331"
cortaram,1,"0,00116671139060331"
corte,1,"0,00116671139060331"
CORTE,1,"0,00116671139060331"
CORTSNDO,1,"0,00116671139060331"
corvardia,1,"0,00116671139060331"
COSMIC,1,"0,00116671139060331"
cosmic,1,"0,00116671139060331"
COSMICCCCCCCCCC,1,"0,00116671139060331"
costa,1,"0,00116671139060331"
costas,1,"0,00116671139060331"
"costosso,",1,"0,00116671139060331"
costossp,1,"0,00116671139060331"
costuma,1,"0,00116671139060331"
costurar,1,"0,00116671139060331"
COTA??O,1,"0,00116671139060331"
cotas,1,"0,00116671139060331"
cotia,1,"0,00116671139060331"
couro,1,"0,00116671139060331"
covardes,1,"0,00116671139060331"
covid?,1,"0,00116671139060331"
cowboy,1,"0,00116671139060331"
COXA,1,"0,00116671139060331"
cozinha,1,"0,00116671139060331"
CPF,1,"0,00116671139060331"
cporra,1,"0,00116671139060331"
CPX,1,"0,00116671139060331"
CQE,1,"0,00116671139060331"
Cr?dito,1,"0,00116671139060331"
CR7,1,"0,00116671139060331"
Cr7,1,"0,00116671139060331"
cr7,1,"0,00116671139060331"
crachi,1,"0,00116671139060331"
crackudo,1,"0,00116671139060331"
craiii,1,"0,00116671139060331"
crashh,1,"0,00116671139060331"
crashhh,1,"0,00116671139060331"
CRAVA,1,"0,00116671139060331"
crazytime,1,"0,00116671139060331"
crazyyyyyyyyyyyyyy,1,"0,00116671139060331"
"CrCOINFLIP,",1,"0,00116671139060331"
creator?,1,"0,00116671139060331"
credita,1,"0,00116671139060331"
creditar,1,"0,00116671139060331"
CREDITO,1,"0,00116671139060331"
creditou,1,"0,00116671139060331"
CREDO,1,"0,00116671139060331"
creio,1,"0,00116671139060331"
"creme,",1,"0,00116671139060331"
crescente,1,"0,00116671139060331"
crescer,1,"0,00116671139060331"
Crew,1,"0,00116671139060331"
Creww,1,"0,00116671139060331"
CRIA,1,"0,00116671139060331"
"cria,",1,"0,00116671139060331"
criador,1,"0,00116671139060331"
criadores,1,"0,00116671139060331"
"crian?a,",1,"0,00116671139060331"
CRIAR,1,"0,00116671139060331"
CRICA,1,"0,00116671139060331"
criei,1,"0,00116671139060331"
crika,1,"0,00116671139060331"
CRINGE,1,"0,00116671139060331"
cript,1,"0,00116671139060331"
criptoedas,1,"0,00116671139060331"
Criptomoedas,1,"0,00116671139060331"
CRISTAL,1,"0,00116671139060331"
cristal?,1,"0,00116671139060331"
Cristiano,1,"0,00116671139060331"
cristiano,1,"0,00116671139060331"
"crit,",1,"0,00116671139060331"
criticou,1,"0,00116671139060331"
"crl,",1,"0,00116671139060331"
crl.,1,"0,00116671139060331"
CRLH,1,"0,00116671139060331"
crlh*,1,"0,00116671139060331"
CRLLLLLLLLLL,1,"0,00116671139060331"
crlllllllllll,1,"0,00116671139060331"
croaca,1,"0,00116671139060331"
croacia,1,"0,00116671139060331"
"croacia,",1,"0,00116671139060331"
croassaint,1,"0,00116671139060331"
crossfire,1,"0,00116671139060331"
crosta,1,"0,00116671139060331"
croupier?,1,"0,00116671139060331"
crtz,1,"0,00116671139060331"
crucificaram,1,"0,00116671139060331"
Crush,1,"0,00116671139060331"
"cruzamentos,",1,"0,00116671139060331"
cruzar,1,"0,00116671139060331"
cryptomoeda,1,"0,00116671139060331"
crystal,1,"0,00116671139060331"
CS,1,"0,00116671139060331"
CS:GO,1,"0,00116671139060331"
CT,1,"0,00116671139060331"
ctg,1,"0,00116671139060331"
ctrl,1,"0,00116671139060331"
cuarto,1,"0,00116671139060331"
cuecas,1,"0,00116671139060331"
"cuidado,",1,"0,00116671139060331"
cuidar,1,"0,00116671139060331"
cuide,1,"0,00116671139060331"
cuido,1,"0,00116671139060331"
CUKOIN,1,"0,00116671139060331"
cukto,1,"0,00116671139060331"
Culpa,1,"0,00116671139060331"
CULPA,1,"0,00116671139060331"
cultaral,1,"0,00116671139060331"
CULTURA,1,"0,00116671139060331"
cumendo,1,"0,00116671139060331"
CUNHADA?,1,"0,00116671139060331"
cupcakes,1,"0,00116671139060331"
cupinxa,1,"0,00116671139060331"
cupom:,1,"0,00116671139060331"
curiosidade,1,"0,00116671139060331"
curioso?,1,"0,00116671139060331"
Curitiba,1,"0,00116671139060331"
"Curitiba,",1,"0,00116671139060331"
CUrriculo?,1,"0,00116671139060331"
cursed,1,"0,00116671139060331"
Curso,1,"0,00116671139060331"
CUrso,1,"0,00116671139060331"
"CURSO,",1,"0,00116671139060331"
Curtir,1,"0,00116671139060331"
curtiria,1,"0,00116671139060331"
custando,1,"0,00116671139060331"
custava,1,"0,00116671139060331"
custou,1,"0,00116671139060331"
CUSTOU,1,"0,00116671139060331"
cutir,1,"0,00116671139060331"
cuuuuuuuu,1,"0,00116671139060331"
CYBERPUNK,1,"0,00116671139060331"
cyberpunk,1,"0,00116671139060331"
cyrptoplanes?,1,"0,00116671139060331"
d??,1,"0,00116671139060331"
d?i,1,"0,00116671139060331"
d?lares,1,"0,00116671139060331"
d?ria,1,"0,00116671139060331"
d?s,1,"0,00116671139060331"
"d?vida,",1,"0,00116671139060331"
D?VIDAS,1,"0,00116671139060331"
d'agua,1,"0,00116671139060331"
D4,1,"0,00116671139060331"
D9SAKDPSAKDPOASKDPOSAKDPOASKDPOSAKDPOKASPODKSAPODK,1,"0,00116671139060331"
daaaaale,1,"0,00116671139060331"
DAALLLLEEEEEEEEEEEEEE,1,"0,00116671139060331"
dada,1,"0,00116671139060331"
daddy?,1,"0,00116671139060331"
dade,1,"0,00116671139060331"
dadinho,1,"0,00116671139060331"
DAI,1,"0,00116671139060331"
daii,1,"0,00116671139060331"
daiiiiii,1,"0,00116671139060331"
daleeeeee,1,"0,00116671139060331"
Dalla,1,"0,00116671139060331"
dan?a,1,"0,00116671139060331"
dan?as,1,"0,00116671139060331"
DAN?AS,1,"0,00116671139060331"
danadinho,1,"0,00116671139060331"
dancing,1,"0,00116671139060331"
DANDO,1,"0,00116671139060331"
Danone,1,"0,00116671139060331"
DansGame,1,"0,00116671139060331"
danudi,1,"0,00116671139060331"
DAQUELE,1,"0,00116671139060331"
daquele,1,"0,00116671139060331"
DAQUI,1,"0,00116671139060331"
dar?,1,"0,00116671139060331"
DARIA,1,"0,00116671139060331"
dariam,1,"0,00116671139060331"
Darkness,1,"0,00116671139060331"
darkness,1,"0,00116671139060331"
darknesss,1,"0,00116671139060331"
Das,1,"0,00116671139060331"
"data,",1,"0,00116671139060331"
dausehsauehsa,1,"0,00116671139060331"
DAVA,1,"0,00116671139060331"
davig0d,1,"0,00116671139060331"
DAVIGOD,1,"0,00116671139060331"
Day,1,"0,00116671139060331"
dayz,1,"0,00116671139060331"
ddr5,1,"0,00116671139060331"
ddtank,1,"0,00116671139060331"
de@lucro,1,"0,00116671139060331"
de6.7bilhoes,1,"0,00116671139060331"
"dead,",1,"0,00116671139060331"
Deadside,1,"0,00116671139060331"
DEADSIDE,1,"0,00116671139060331"
deadwood,1,"0,00116671139060331"
deal,1,"0,00116671139060331"
deale,1,"0,00116671139060331"
DEBAIXO,1,"0,00116671139060331"
decendo,1,"0,00116671139060331"
decifrar,1,"0,00116671139060331"
"decis?o,",1,"0,00116671139060331"
decis?o?,1,"0,00116671139060331"
dedicando,1,"0,00116671139060331"
dedos,1,"0,00116671139060331"
"DEDOS,",1,"0,00116671139060331"
dee,1,"0,00116671139060331"
Deeeeeus,1,"0,00116671139060331"
DEEP,1,"0,00116671139060331"
Defender,1,"0,00116671139060331"
"defesa,",1,"0,00116671139060331"
deficiencia?,1,"0,00116671139060331"
defunto,1,"0,00116671139060331"
degloved,1,"0,00116671139060331"
degrade,1,"0,00116671139060331"
deiixei,1,"0,00116671139060331"
deitado,1,"0,00116671139060331"
deitar,1,"0,00116671139060331"
deixa?,1,"0,00116671139060331"
deixadas,1,"0,00116671139060331"
deixado,1,"0,00116671139060331"
deixar?,1,"0,00116671139060331"
deixaria,1,"0,00116671139060331"
deixava,1,"0,00116671139060331"
deixava.,1,"0,00116671139060331"
DEIXOU,1,"0,00116671139060331"
del?cia,1,"0,00116671139060331"
delas,1,"0,00116671139060331"
"DELE,",1,"0,00116671139060331"
dele??,1,"0,00116671139060331"
dele???,1,"0,00116671139060331"
dele.,1,"0,00116671139060331"
delega8Calcinha,1,"0,00116671139060331"
delega8Taburro,1,"0,00116671139060331"
deleM,1,"0,00116671139060331"
"deles,",1,"0,00116671139060331"
Delicia,1,"0,00116671139060331"
Deltarag1234,1,"0,00116671139060331"
demais!,1,"0,00116671139060331"
Demi,1,"0,00116671139060331"
demitida,1,"0,00116671139060331"
Demitido,1,"0,00116671139060331"
demon?aco,1,"0,00116671139060331"
demoniaca,1,"0,00116671139060331"
DEMORA,1,"0,00116671139060331"
Demora,1,"0,00116671139060331"
demorou,1,"0,00116671139060331"
"DEMOROU,",1,"0,00116671139060331"
demos,1,"0,00116671139060331"
dems,1,"0,00116671139060331"
Denota,1,"0,00116671139060331"
dental,1,"0,00116671139060331"
dentes?,1,"0,00116671139060331"
dento,1,"0,00116671139060331"
DENTRO,1,"0,00116671139060331"
deonte,1,"0,00116671139060331"
dep?sito??,1,"0,00116671139060331"
dep?sito???,1,"0,00116671139060331"
Depende,1,"0,00116671139060331"
Dependeeeee,1,"0,00116671139060331"
dependencia,1,"0,00116671139060331"
depositou?,1,"0,00116671139060331"
depresao,1,"0,00116671139060331"
depress?o,1,"0,00116671139060331"
depressivamente,1,"0,00116671139060331"
deprimido.,1,"0,00116671139060331"
deram,1,"0,00116671139060331"
derramei,1,"0,00116671139060331"
derrete,1,"0,00116671139060331"
derretendo,1,"0,00116671139060331"
derretes,1,"0,00116671139060331"
derreteu,1,"0,00116671139060331"
DERROTA,1,"0,00116671139060331"
derrotas,1,"0,00116671139060331"
derrotou,1,"0,00116671139060331"
derruba,1,"0,00116671139060331"
derrubar,1,"0,00116671139060331"
derssa,1,"0,00116671139060331"
dertegente,1,"0,00116671139060331"
DESAFIO,1,"0,00116671139060331"
desalinhou,1,"0,00116671139060331"
"DESANIMADO,",1,"0,00116671139060331"
DESANIMARAM,1,"0,00116671139060331"
desaparecia,1,"0,00116671139060331"
desastres,1,"0,00116671139060331"
desbotadas.,1,"0,00116671139060331"
descabelada,1,"0,00116671139060331"
descansada,1,"0,00116671139060331"
DESCANSO,1,"0,00116671139060331"
DESCARADO,1,"0,00116671139060331"
descarrega,1,"0,00116671139060331"
descendo,1,"0,00116671139060331"
desceu,1,"0,00116671139060331"
desci,1,"0,00116671139060331"
descoberto,1,"0,00116671139060331"
descobre,1,"0,00116671139060331"
descobri,1,"0,00116671139060331"
"descobriu,",1,"0,00116671139060331"
desconectado*,1,"0,00116671139060331"
desconectou,1,"0,00116671139060331"
desculpado,1,"0,00116671139060331"
Desculpinha,1,"0,00116671139060331"
desculpo,1,"0,00116671139060331"
Desde,1,"0,00116671139060331"
deseja,1,"0,00116671139060331"
desejo,1,"0,00116671139060331"
desenvolvida,1,"0,00116671139060331"
DESGRA?ADO,1,"0,00116671139060331"
desgra?ado,1,"0,00116671139060331"
DESISTE,1,"0,00116671139060331"
desistido,1,"0,00116671139060331"
desistiu,1,"0,00116671139060331"
Desistiu,1,"0,00116671139060331"
desisto,1,"0,00116671139060331"
Desliga,1,"0,00116671139060331"
desligado,1,"0,00116671139060331"
DESLIGADO,1,"0,00116671139060331"
Deslije,1,"0,00116671139060331"
Deslike,1,"0,00116671139060331"
desmiolada,1,"0,00116671139060331"
DESMONSTRAR,1,"0,00116671139060331"
dess,1,"0,00116671139060331"
dessa?,1,"0,00116671139060331"
DESSES,1,"0,00116671139060331"
"desses,",1,"0,00116671139060331"
deste,1,"0,00116671139060331"
destilando,1,"0,00116671139060331"
destino.,1,"0,00116671139060331"
destr?i,1,"0,00116671139060331"
Destro?,1,"0,00116671139060331"
destruidir,1,"0,00116671139060331"
desvantagem,1,"0,00116671139060331"
detalhe,1,"0,00116671139060331"
detergente?,1,"0,00116671139060331"
deul,1,"0,00116671139060331"
deusa,1,"0,00116671139060331"
deuses,1,"0,00116671139060331"
Deuuuuuuuus,1,"0,00116671139060331"
dev,1,"0,00116671139060331"
DEVE,1,"0,00116671139060331"
"devendo,",1,"0,00116671139060331"
devido,1,"0,00116671139060331"
Devo,1,"0,00116671139060331"
devolve,1,"0,00116671139060331"
"devolve,",1,"0,00116671139060331"
DEVOLVEU,1,"0,00116671139060331"
devolvis,1,"0,00116671139060331"
devolvo,1,"0,00116671139060331"
devolvru,1,"0,00116671139060331"
devoo,1,"0,00116671139060331"
devs,1,"0,00116671139060331"
dez,1,"0,00116671139060331"
Dez,1,"0,00116671139060331"
dgua,1,"0,00116671139060331"
di,1,"0,00116671139060331"
Dia,1,"0,00116671139060331"
dia-dia,1,"0,00116671139060331"
dia.,1,"0,00116671139060331"
dia...,1,"0,00116671139060331"
diabetes,1,"0,00116671139060331"
"diabetes,",1,"0,00116671139060331"
Diablito,1,"0,00116671139060331"
DIABLO,1,"0,00116671139060331"
diablo4,1,"0,00116671139060331"
diacho,1,"0,00116671139060331"
Diacord,1,"0,00116671139060331"
diagon,1,"0,00116671139060331"
diamant3e,1,"0,00116671139060331"
diamante,1,"0,00116671139060331"
diamond,1,"0,00116671139060331"
Diamond,1,"0,00116671139060331"
Diana,1,"0,00116671139060331"
diante,1,"0,00116671139060331"
diaria,1,"0,00116671139060331"
dias+,1,"0,00116671139060331"
DICAS,1,"0,00116671139060331"
"dice,",1,"0,00116671139060331"
DICE?,1,"0,00116671139060331"
dice??,1,"0,00116671139060331"
dice???,1,"0,00116671139060331"
Dice.,1,"0,00116671139060331"
diesel,1,"0,00116671139060331"
DIESEL,1,"0,00116671139060331"
dieta?,1,"0,00116671139060331"
dif,1,"0,00116671139060331"
DIFEREN?A,1,"0,00116671139060331"
diferenciada,1,"0,00116671139060331"
diferent,1,"0,00116671139060331"
"diferente,",1,"0,00116671139060331"
DIFERENTES,1,"0,00116671139060331"
"diferentes,",1,"0,00116671139060331"
"dificil,",1,"0,00116671139060331"
dificl,1,"0,00116671139060331"
digimon,1,"0,00116671139060331"
digit,1,"0,00116671139060331"
"dilera,",1,"0,00116671139060331"
"Dilera,",1,"0,00116671139060331"
dileraBrinks,1,"0,00116671139060331"
dileta,1,"0,00116671139060331"
Dilma,1,"0,00116671139060331"
DILMOU,1,"0,00116671139060331"
dim,1,"0,00116671139060331"
diminui?,1,"0,00116671139060331"
diminuir,1,"0,00116671139060331"
DIMINUIU,1,"0,00116671139060331"
DIN,1,"0,00116671139060331"
dine,1,"0,00116671139060331"
Dingou,1,"0,00116671139060331"
dinheirinho,1,"0,00116671139060331"
dinheiro,1,"0,00116671139060331"
dinheiro?,1,"0,00116671139060331"
DINHEIRO.,1,"0,00116671139060331"
dinheiro.,1,"0,00116671139060331"
dinheiro..,1,"0,00116671139060331"
dinhero,1,"0,00116671139060331"
dino,1,"0,00116671139060331"
DINOFASAUROSOS,1,"0,00116671139060331"
Dinos,1,"0,00116671139060331"
dinossauro,1,"0,00116671139060331"
Diogo,1,"0,00116671139060331"
Dior,1,"0,00116671139060331"
Dip,1,"0,00116671139060331"
diplomado,1,"0,00116671139060331"
DIRE??O,1,"0,00116671139060331"
direct,1,"0,00116671139060331"
Direita,1,"0,00116671139060331"
direita.,1,"0,00116671139060331"
direita....,1,"0,00116671139060331"
direta,1,"0,00116671139060331"
DIRETA,1,"0,00116671139060331"
DIRETAO,1,"0,00116671139060331"
direto?,1,"0,00116671139060331"
direto],1,"0,00116671139060331"
diria,1,"0,00116671139060331"
"DISALJMFDK,LSA.?[~FSADGSAQERWETW",1,"0,00116671139060331"
disc,1,"0,00116671139060331"
disconectado,1,"0,00116671139060331"
DISCONECTO,1,"0,00116671139060331"
discord!,1,"0,00116671139060331"
discoveery,1,"0,00116671139060331"
discovery,1,"0,00116671139060331"
discrep?ncia,1,"0,00116671139060331"
DISEEEE,1,"0,00116671139060331"
disgra?a,1,"0,00116671139060331"
disney,1,"0,00116671139060331"
disparado,1,"0,00116671139060331"
dispenso,1,"0,00116671139060331"
disponivel?,1,"0,00116671139060331"
disposi??o,1,"0,00116671139060331"
disposto,1,"0,00116671139060331"
dispota,1,"0,00116671139060331"
disputa,1,"0,00116671139060331"
"disse,",1,"0,00116671139060331"
dissese,1,"0,00116671139060331"
disso?,1,"0,00116671139060331"
dito,1,"0,00116671139060331"
Divers?o,1,"0,00116671139060331"
divertes,1,"0,00116671139060331"
divertido,1,"0,00116671139060331"
divertir,1,"0,00116671139060331"
"divertir,",1,"0,00116671139060331"
dividida,1,"0,00116671139060331"
dividir,1,"0,00116671139060331"
divulgam,1,"0,00116671139060331"
DIVULGAR,1,"0,00116671139060331"
Diz,1,"0,00116671139060331"
Dizem,1,"0,00116671139060331"
DIzem,1,"0,00116671139060331"
DIZENDO,1,"0,00116671139060331"
dksaodkosa,1,"0,00116671139060331"
dl?,1,"0,00116671139060331"
DL?,1,"0,00116671139060331"
DLSAHDLASHDKALSHKDLAHSKDHKASDHKASHKDASHKDHASKDHKASDHKASHKDAHK,1,"0,00116671139060331"
dmai,1,"0,00116671139060331"
DMS,1,"0,00116671139060331"
dms!!!,1,"0,00116671139060331"
dnovo,1,"0,00116671139060331"
DNV,1,"0,00116671139060331"
DOA,1,"0,00116671139060331"
doado,1,"0,00116671139060331"
doando,1,"0,00116671139060331"
doar,1,"0,00116671139060331"
DOARIA,1,"0,00116671139060331"
Dobermangc,1,"0,00116671139060331"
doblouradaaaa,1,"0,00116671139060331"
dobourada,1,"0,00116671139060331"
dobrA,1,"0,00116671139060331"
dobraaaaaaaaaaaaaa,1,"0,00116671139060331"
dobrar,1,"0,00116671139060331"
DOBRAR,1,"0,00116671139060331"
dobrei,1,"0,00116671139060331"
DOBRO,1,"0,00116671139060331"
DOCE,1,"0,00116671139060331"
doces?,1,"0,00116671139060331"
documentos,1,"0,00116671139060331"
Dodge,1,"0,00116671139060331"
doen?a,1,"0,00116671139060331"
"doenca,",1,"0,00116671139060331"
"doente,n",1,"0,00116671139060331"
doente?,1,"0,00116671139060331"
dog?,1,"0,00116671139060331"
Doge,1,"0,00116671139060331"
doguinho,1,"0,00116671139060331"
DOIDA,1,"0,00116671139060331"
doidada,1,"0,00116671139060331"
doidao,1,"0,00116671139060331"
doidera,1,"0,00116671139060331"
doidim,1,"0,00116671139060331"
doidooo,1,"0,00116671139060331"
DOIUEADA,1,"0,00116671139060331"
dojhon,1,"0,00116671139060331"
DOL,1,"0,00116671139060331"
DOLARES,1,"0,00116671139060331"
Doll,1,"0,00116671139060331"
dollar0010,1,"0,00116671139060331"
dom,1,"0,00116671139060331"
DONA,1,"0,00116671139060331"
donald,1,"0,00116671139060331"
donald?,1,"0,00116671139060331"
donata,1,"0,00116671139060331"
donate,1,"0,00116671139060331"
done?,1,"0,00116671139060331"
doni,1,"0,00116671139060331"
donnald,1,"0,00116671139060331"
DONO,1,"0,00116671139060331"
donos,1,"0,00116671139060331"
doo,1,"0,00116671139060331"
dooie,1,"0,00116671139060331"
dopada,1,"0,00116671139060331"
DOQ,1,"0,00116671139060331"
doque,1,"0,00116671139060331"
dor?,1,"0,00116671139060331"
dorgas,1,"0,00116671139060331"
DORME,1,"0,00116671139060331"
dorme,1,"0,00116671139060331"
dormiiu?,1,"0,00116671139060331"
Dos,1,"0,00116671139060331"
Dota,1,"0,00116671139060331"
dota,1,"0,00116671139060331"
dotinha,1,"0,00116671139060331"
Dotinha?,1,"0,00116671139060331"
doubl?,1,"0,00116671139060331"
DOUBLE,1,"0,00116671139060331"
"double,",1,"0,00116671139060331"
double.,1,"0,00116671139060331"
doubleeeee,1,"0,00116671139060331"
doublerado,1,"0,00116671139060331"
douradaa,1,"0,00116671139060331"
douradda,1,"0,00116671139060331"
douradinho,1,"0,00116671139060331"
"dourado,",1,"0,00116671139060331"
dourado?,1,"0,00116671139060331"
doutor,1,"0,00116671139060331"
DOW,1,"0,00116671139060331"
doze,1,"0,00116671139060331"
DPS,1,"0,00116671139060331"
"dps,",1,"0,00116671139060331"
DPS?,1,"0,00116671139060331"
dps?,1,"0,00116671139060331"
DR,1,"0,00116671139060331"
DRAG?O,1,"0,00116671139060331"
dragon,1,"0,00116671139060331"
dragonball,1,"0,00116671139060331"
DRAGONS,1,"0,00116671139060331"
DRAKE,1,"0,00116671139060331"
drama.,1,"0,00116671139060331"
Dream,1,"0,00116671139060331"
dribla,1,"0,00116671139060331"
drill,1,"0,00116671139060331"
drive,1,"0,00116671139060331"
DROGA,1,"0,00116671139060331"
"droga,",1,"0,00116671139060331"
droguinha:,1,"0,00116671139060331"
Drone,1,"0,00116671139060331"
drones!,1,"0,00116671139060331"
dropa,1,"0,00116671139060331"
"DROPOU,",1,"0,00116671139060331"
dropshipping,1,"0,00116671139060331"
dru,1,"0,00116671139060331"
drxxxx,1,"0,00116671139060331"
"ds3,",1,"0,00116671139060331"
DSADKLMSALDKMSADLKMASLKDASJMD,1,"0,00116671139060331"
DST,1,"0,00116671139060331"
DUAS,1,"0,00116671139060331"
Dubai,1,"0,00116671139060331"
dubai,1,"0,00116671139060331"
dubil,1,"0,00116671139060331"
DUBLE,1,"0,00116671139060331"
duco,1,"0,00116671139060331"
Duel,1,"0,00116671139060331"
duente,1,"0,00116671139060331"
duplicar,1,"0,00116671139060331"
duplinha,1,"0,00116671139060331"
DUPLO,1,"0,00116671139060331"
duplo,1,"0,00116671139060331"
duplo?,1,"0,00116671139060331"
DUQUE,1,"0,00116671139060331"
DURA,1,"0,00116671139060331"
durante,1,"0,00116671139060331"
DURANTE,1,"0,00116671139060331"
durissimo,1,"0,00116671139060331"
durmas,1,"0,00116671139060331"
durmindo,1,"0,00116671139060331"
DUVIDA,1,"0,00116671139060331"
duvida,1,"0,00116671139060331"
duvida?,1,"0,00116671139060331"
duvidei,1,"0,00116671139060331"
duzent?o,1,"0,00116671139060331"
duzia,1,"0,00116671139060331"
dx,1,"0,00116671139060331"
Dyc0r3,1,"0,00116671139060331"
dylon,1,"0,00116671139060331"
Dylon,1,"0,00116671139060331"
Dynamite,1,"0,00116671139060331"
e-mails,1,"0,00116671139060331"
E?MUIT,1,"0,00116671139060331"
Eaaaaaaaae,1,"0,00116671139060331"
eacada,1,"0,00116671139060331"
EAE,1,"0,00116671139060331"
eAHEuAHEuAHEa,1,"0,00116671139060331"
EAHWEUIAWOHIOEUWA,1,"0,00116671139060331"
EAI,1,"0,00116671139060331"
EBAAAAAAAAAAA,1,"0,00116671139060331"
eca,1,"0,00116671139060331"
eco,1,"0,00116671139060331"
ecologico,1,"0,00116671139060331"
economia,1,"0,00116671139060331"
economico,1,"0,00116671139060331"
ed,1,"0,00116671139060331"
edif?cio,1,"0,00116671139060331"
edir,1,"0,00116671139060331"
ee,1,"0,00116671139060331"
eeeeeeeeeeeeee,1,"0,00116671139060331"
eeeeeellllllleeeeee,1,"0,00116671139060331"
eeeeeeu,1,"0,00116671139060331"
efe,1,"0,00116671139060331"
efenex,1,"0,00116671139060331"
Egito,1,"0,00116671139060331"
ego,1,"0,00116671139060331"
ehaiuoehaiouea,1,"0,00116671139060331"
EHAWUIOEHAWIOUEAW,1,"0,00116671139060331"
ei,1,"0,00116671139060331"
eifeu,1,"0,00116671139060331"
eim,1,"0,00116671139060331"
"ein,",1,"0,00116671139060331"
Ein?,1,"0,00116671139060331"
ein????,1,"0,00116671139060331"
einh,1,"0,00116671139060331"
Einsten,1,"0,00116671139060331"
EINSTEN,1,"0,00116671139060331"
eis,1,"0,00116671139060331"
"eita,",1,"0,00116671139060331"
eitaaaaaaa,1,"0,00116671139060331"
eitaaaaaaaaaa,1,"0,00116671139060331"
eitar,1,"0,00116671139060331"
eixa,1,"0,00116671139060331"
El,1,"0,00116671139060331"
el?e,1,"0,00116671139060331"
EL?TRICA,1,"0,00116671139060331"
el3,1,"0,00116671139060331"
Elas,1,"0,00116671139060331"
"ele,,",1,"0,00116671139060331"
ELE!!!!!!!,1,"0,00116671139060331"
ele?,1,"0,00116671139060331"
ele.,1,"0,00116671139060331"
ele..,1,"0,00116671139060331"
eleeeeee,1,"0,00116671139060331"
eleeese,1,"0,00116671139060331"
elei??o,1,"0,00116671139060331"
elel,1,"0,00116671139060331"
ELES,1,"0,00116671139060331"
"eles,",1,"0,00116671139060331"
eletrica,1,"0,00116671139060331"
eletronico,1,"0,00116671139060331"
Eleva,1,"0,00116671139060331"
elevada,1,"0,00116671139060331"
Elisa,1,"0,00116671139060331"
elisa,1,"0,00116671139060331"
ELK,1,"0,00116671139060331"
elke,1,"0,00116671139060331"
elma,1,"0,00116671139060331"
Elo,1,"0,00116671139060331"
elu,1,"0,00116671139060331"
elvolut,1,"0,00116671139060331"
emails,1,"0,00116671139060331"
emanuds,1,"0,00116671139060331"
embaixo?,1,"0,00116671139060331"
embaralhada,1,"0,00116671139060331"
EMBARALHANDO,1,"0,00116671139060331"
EMBORA,1,"0,00116671139060331"
"embora,",1,"0,00116671139060331"
emenda,1,"0,00116671139060331"
EMENHOR,1,"0,00116671139060331"
EMM,1,"0,00116671139060331"
emmmmmmmmmmmmm,1,"0,00116671139060331"
emo?~so,1,"0,00116671139060331"
emo?ao,1,"0,00116671139060331"
"emo?ao,",1,"0,00116671139060331"
Emocionou,1,"0,00116671139060331"
emojs,1,"0,00116671139060331"
Emote,1,"0,00116671139060331"
Empadao,1,"0,00116671139060331"
empadao,1,"0,00116671139060331"
empata,1,"0,00116671139060331"
EMPATA,1,"0,00116671139060331"
empatar,1,"0,00116671139060331"
Empate,1,"0,00116671139060331"
"empate,",1,"0,00116671139060331"
empate??,1,"0,00116671139060331"
emplacamento,1,"0,00116671139060331"
empolgou,1,"0,00116671139060331"
EMPOLGUEI,1,"0,00116671139060331"
empreas,1,"0,00116671139060331"
empreendedor,1,"0,00116671139060331"
EMPREGO,1,"0,00116671139060331"
